"version_season","season_name","season","episode","castaway_id","castaway","challenge_type","result"
"US01","Survivor: Borneo",1,7,"US0007","Gretchen","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0008","Greg","Immunity","Won"
"US01","Survivor: Borneo",1,7,"US0009","Jenna","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0010","Gervase","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0011","Colleen","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0012","Sean","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0015","Kelly","Immunity","Lost"
"US01","Survivor: Borneo",1,7,"US0016","Richard","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0008","Greg","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0009","Jenna","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0010","Gervase","Immunity","Won"
"US01","Survivor: Borneo",1,8,"US0011","Colleen","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0012","Sean","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0015","Kelly","Immunity","Lost"
"US01","Survivor: Borneo",1,8,"US0016","Richard","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0009","Jenna","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0010","Gervase","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0011","Colleen","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0012","Sean","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0014","Rudy","Immunity","Won"
"US01","Survivor: Borneo",1,9,"US0015","Kelly","Immunity","Lost"
"US01","Survivor: Borneo",1,9,"US0016","Richard","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0010","Gervase","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0011","Colleen","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0012","Sean","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0015","Kelly","Immunity","Lost"
"US01","Survivor: Borneo",1,10,"US0016","Richard","Immunity","Won"
"US01","Survivor: Borneo",1,11,"US0011","Colleen","Immunity","Lost"
"US01","Survivor: Borneo",1,11,"US0012","Sean","Immunity","Lost"
"US01","Survivor: Borneo",1,11,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,11,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,11,"US0015","Kelly","Immunity","Won"
"US01","Survivor: Borneo",1,11,"US0016","Richard","Immunity","Lost"
"US01","Survivor: Borneo",1,12,"US0012","Sean","Immunity","Lost"
"US01","Survivor: Borneo",1,12,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,12,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,12,"US0015","Kelly","Immunity","Won"
"US01","Survivor: Borneo",1,12,"US0016","Richard","Immunity","Lost"
"US01","Survivor: Borneo",1,13,"US0013","Sue","Immunity","Lost"
"US01","Survivor: Borneo",1,13,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,13,"US0015","Kelly","Immunity","Won"
"US01","Survivor: Borneo",1,13,"US0016","Richard","Immunity","Lost"
"US01","Survivor: Borneo",1,13,"US0014","Rudy","Immunity","Lost"
"US01","Survivor: Borneo",1,13,"US0015","Kelly","Immunity","Won"
"US01","Survivor: Borneo",1,13,"US0016","Richard","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0017","Debb","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0021","Kimmi","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0022","Michael","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0023","Jeff","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0024","Alicia","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0026","Nick","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0028","Rodger","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0029","Elisabeth","Immunity and Reward","Lost"
"US02","Survivor: The Australian Outback",2,1,"US0018","Kel","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0019","Maralyn","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0020","Mitchell","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0025","Jerri","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0027","Amber","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0030","Keith","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0031","Colby","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,1,"US0032","Tina","Immunity and Reward","Won"
"US02","Survivor: The Australian Outback",2,2,"US0021","Kimmi","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0022","Michael","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0023","Jeff","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0024","Alicia","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0026","Nick","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0028","Rodger","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0029","Elisabeth","Immunity","Won"
"US02","Survivor: The Australian Outback",2,2,"US0018","Kel","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0019","Maralyn","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0020","Mitchell","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0025","Jerri","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0031","Colby","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,2,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0021","Kimmi","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0022","Michael","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0023","Jeff","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0024","Alicia","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0026","Nick","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0028","Rodger","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0029","Elisabeth","Immunity","Won"
"US02","Survivor: The Australian Outback",2,3,"US0019","Maralyn","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0020","Mitchell","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0025","Jerri","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0031","Colby","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,3,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,4,"US0021","Kimmi","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0022","Michael","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0023","Jeff","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0024","Alicia","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0026","Nick","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0028","Rodger","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0029","Elisabeth","Immunity","Won"
"US02","Survivor: The Australian Outback",2,4,"US0020","Mitchell","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,4,"US0025","Jerri","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,4,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,4,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,4,"US0031","Colby","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,4,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0021","Kimmi","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0022","Michael","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0023","Jeff","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0024","Alicia","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0026","Nick","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,5,"US0025","Jerri","Immunity","Won"
"US02","Survivor: The Australian Outback",2,5,"US0027","Amber","Immunity","Won"
"US02","Survivor: The Australian Outback",2,5,"US0030","Keith","Immunity","Won"
"US02","Survivor: The Australian Outback",2,5,"US0031","Colby","Immunity","Won"
"US02","Survivor: The Australian Outback",2,5,"US0032","Tina","Immunity","Won"
"US02","Survivor: The Australian Outback",2,7,"US0023","Jeff","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0024","Alicia","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0025","Jerri","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0026","Nick","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0030","Keith","Immunity","Won"
"US02","Survivor: The Australian Outback",2,7,"US0031","Colby","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,7,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0024","Alicia","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0025","Jerri","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0026","Nick","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0030","Keith","Immunity","Won"
"US02","Survivor: The Australian Outback",2,8,"US0031","Colby","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,8,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0025","Jerri","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0026","Nick","Immunity","Won"
"US02","Survivor: The Australian Outback",2,10,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0031","Colby","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,10,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,11,"US0026","Nick","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,11,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,11,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,11,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,11,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,11,"US0031","Colby","Immunity","Won"
"US02","Survivor: The Australian Outback",2,11,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,12,"US0027","Amber","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,12,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,12,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,12,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,12,"US0031","Colby","Immunity","Won"
"US02","Survivor: The Australian Outback",2,12,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,13,"US0028","Rodger","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,13,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,13,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,13,"US0031","Colby","Immunity","Won"
"US02","Survivor: The Australian Outback",2,13,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,14,"US0029","Elisabeth","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,14,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,14,"US0031","Colby","Immunity","Won"
"US02","Survivor: The Australian Outback",2,14,"US0032","Tina","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,15,"US0030","Keith","Immunity","Lost"
"US02","Survivor: The Australian Outback",2,15,"US0031","Colby","Immunity","Won"
"US02","Survivor: The Australian Outback",2,15,"US0032","Tina","Immunity","Lost"
"US03","Survivor: Africa",3,1,"US0033","Diane","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0034","Jessie","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0039","Clarence","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0040","Kelly","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0045","Tom","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0046","Lex","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0047","Kim J.","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0048","Ethan","Immunity and Reward","Lost"
"US03","Survivor: Africa",3,1,"US0035","Carl","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0036","Linda","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0037","Silas","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0038","Lindsey","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0041","Brandon","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0042","Frank","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0043","Kim P.","Immunity and Reward","Won"
"US03","Survivor: Africa",3,1,"US0044","Teresa","Immunity and Reward","Won"
"US03","Survivor: Africa",3,2,"US0034","Jessie","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0039","Clarence","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0040","Kelly","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0045","Tom","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0046","Lex","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0047","Kim J.","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0048","Ethan","Immunity","Lost"
"US03","Survivor: Africa",3,2,"US0035","Carl","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0036","Linda","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0037","Silas","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0038","Lindsey","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0041","Brandon","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0042","Frank","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0043","Kim P.","Immunity","Won"
"US03","Survivor: Africa",3,2,"US0044","Teresa","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0039","Clarence","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0040","Kelly","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0045","Tom","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0046","Lex","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0047","Kim J.","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0048","Ethan","Immunity","Won"
"US03","Survivor: Africa",3,3,"US0035","Carl","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0036","Linda","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0037","Silas","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0038","Lindsey","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0041","Brandon","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0042","Frank","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0043","Kim P.","Immunity","Lost"
"US03","Survivor: Africa",3,3,"US0044","Teresa","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0039","Clarence","Immunity","Won"
"US03","Survivor: Africa",3,4,"US0040","Kelly","Immunity","Won"
"US03","Survivor: Africa",3,4,"US0045","Tom","Immunity","Won"
"US03","Survivor: Africa",3,4,"US0046","Lex","Immunity","Won"
"US03","Survivor: Africa",3,4,"US0047","Kim J.","Immunity","Won"
"US03","Survivor: Africa",3,4,"US0048","Ethan","Immunity","Won"
"US03","Survivor: Africa",3,4,"US0036","Linda","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0037","Silas","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0038","Lindsey","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0041","Brandon","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0042","Frank","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0043","Kim P.","Immunity","Lost"
"US03","Survivor: Africa",3,4,"US0044","Teresa","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0037","Silas","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0039","Clarence","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0042","Frank","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0044","Teresa","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0047","Kim J.","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0048","Ethan","Immunity","Lost"
"US03","Survivor: Africa",3,5,"US0038","Lindsey","Immunity","Won"
"US03","Survivor: Africa",3,5,"US0040","Kelly","Immunity","Won"
"US03","Survivor: Africa",3,5,"US0041","Brandon","Immunity","Won"
"US03","Survivor: Africa",3,5,"US0043","Kim P.","Immunity","Won"
"US03","Survivor: Africa",3,5,"US0045","Tom","Immunity","Won"
"US03","Survivor: Africa",3,5,"US0046","Lex","Immunity","Won"
"US03","Survivor: Africa",3,6,"US0039","Clarence","Immunity","Won"
"US03","Survivor: Africa",3,6,"US0042","Frank","Immunity","Won"
"US03","Survivor: Africa",3,6,"US0044","Teresa","Immunity","Won"
"US03","Survivor: Africa",3,6,"US0047","Kim J.","Immunity","Won"
"US03","Survivor: Africa",3,6,"US0048","Ethan","Immunity","Won"
"US03","Survivor: Africa",3,6,"US0038","Lindsey","Immunity","Lost"
"US03","Survivor: Africa",3,6,"US0040","Kelly","Immunity","Lost"
"US03","Survivor: Africa",3,6,"US0041","Brandon","Immunity","Lost"
"US03","Survivor: Africa",3,6,"US0043","Kim P.","Immunity","Lost"
"US03","Survivor: Africa",3,6,"US0045","Tom","Immunity","Lost"
"US03","Survivor: Africa",3,6,"US0046","Lex","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0039","Clarence","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0040","Kelly","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0041","Brandon","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0042","Frank","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0043","Kim P.","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0044","Teresa","Immunity","Won"
"US03","Survivor: Africa",3,7,"US0045","Tom","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0046","Lex","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0047","Kim J.","Immunity","Lost"
"US03","Survivor: Africa",3,7,"US0048","Ethan","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0040","Kelly","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0041","Brandon","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0042","Frank","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0043","Kim P.","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0044","Teresa","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0045","Tom","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0046","Lex","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0047","Kim J.","Immunity","Lost"
"US03","Survivor: Africa",3,9,"US0048","Ethan","Immunity","Won"
"US03","Survivor: Africa",3,10,"US0041","Brandon","Immunity","Lost"
"US03","Survivor: Africa",3,10,"US0042","Frank","Immunity","Lost"
"US03","Survivor: Africa",3,10,"US0043","Kim P.","Immunity","Lost"
"US03","Survivor: Africa",3,10,"US0044","Teresa","Immunity","Lost"
"US03","Survivor: Africa",3,10,"US0045","Tom","Immunity","Lost"
